target,source,total_gdppct,net_gdppct,total_mdollars,net_mdollars
Seychelles,Mauritius,0.0003,-0.0003,0.40,-0.40
Seychelles,Netherlands,0.0001,0.0001,0.22,0.21
Seychelles,Sweden,0.0001,0.0001,0.16,0.12
Seychelles,Tanzania,0.0001,0.0001,0.14,0.10
Seychelles,Austria,0.0001,0.0000,0.11,0.01
Seychelles,Ireland,0.0001,0.0000,0.08,0.07
Seychelles,Greece,0.0000,0.0000,0.07,0.07
Seychelles,"Egypt, Arab Rep.",0.0000,0.0000,0.07,0.02
Seychelles,Brazil,0.0000,0.0000,0.07,0.07
Seychelles,Denmark,0.0000,0.0000,0.05,0.03
Seychelles,Russian Federation,0.0000,0.0000,0.04,-0.03
Seychelles,Norway,0.0000,0.0000,0.03,0.03
Seychelles,Cyprus,0.0000,0.0000,0.03,0.03
Seychelles,Poland,0.0000,0.0000,0.02,0.02
Seychelles,Finland,0.0000,0.0000,0.02,0.02
Seychelles,Madagascar,0.0000,-0.0008,0.02,-1.18
Seychelles,Slovak Republic,0.0000,0.0000,0.01,0.01
Seychelles,Bermuda,0.0000,0.0000,0.01,0.01
Seychelles,Malta,0.0000,0.0000,0.01,0.01
Seychelles,Czech Republic,0.0000,0.0000,0.01,0.00
Seychelles,Portugal,0.0000,0.0000,0.01,0.00
Seychelles,Luxembourg,0.0000,0.0000,0.01,-0.02
Seychelles,Nicaragua,0.0000,0.0000,0.00,0.00
Seychelles,Costa Rica,0.0000,0.0000,0.00,0.00
Seychelles,Ukraine,0.0000,0.0000,0.00,-0.02
Seychelles,Turkey,0.0000,0.0000,0.00,0.00
Seychelles,Romania,0.0000,0.0000,0.00,0.00
Seychelles,Peru,0.0000,0.0000,0.00,0.00
Seychelles,Jordan,0.0000,0.0000,0.00,0.00
Solomon Islands,WORLD,0.0153,-0.0555,19.96,-72.40
Solomon Islands,Australia,0.0125,0.0112,16.28,14.58
Solomon Islands,Papua New Guinea,0.0007,0.0007,0.95,0.95
Solomon Islands,United States,0.0007,0.0006,0.88,0.73
Solomon Islands,Vanuatu,0.0003,-0.0001,0.39,-0.11
Solomon Islands,Ukraine,0.0002,0.0002,0.25,0.25
Solomon Islands,Canada,0.0002,0.0002,0.24,0.24
Solomon Islands,Switzerland,0.0001,0.0001,0.18,0.18
Solomon Islands,Netherlands,0.0001,0.0001,0.11,0.11
Solomon Islands,Austria,0.0001,0.0001,0.11,0.11
Solomon Islands,Russian Federation,0.0001,0.0001,0.10,0.10
Solomon Islands,Samoa,0.0000,0.0000,0.06,0.06
Solomon Islands,Marshall Islands,0.0000,0.0000,0.05,0.05
Solomon Islands,Norway,0.0000,0.0000,0.04,0.04
Solomon Islands,Colombia,0.0000,0.0000,0.04,0.04
Solomon Islands,Finland,0.0000,0.0000,0.04,0.04
Solomon Islands,Italy,0.0000,0.0000,0.03,0.03
Solomon Islands,Sweden,0.0000,0.0000,0.03,0.03
Solomon Islands,Slovenia,0.0000,0.0000,0.02,0.02
Solomon Islands,Ireland,0.0000,0.0000,0.02,0.00
Solomon Islands,Denmark,0.0000,0.0000,0.02,0.02
Solomon Islands,Cuba,0.0000,0.0000,0.02,0.02
Solomon Islands,South Africa,0.0000,0.0000,0.02,0.02
Solomon Islands,France,0.0000,-0.0224,0.01,-29.18
Solomon Islands,Czech Republic,0.0000,0.0000,0.01,0.01
Solomon Islands,Turkey,0.0000,0.0000,0.01,0.01
Solomon Islands,Iceland,0.0000,0.0000,0.01,0.01
Solomon Islands,Kenya,0.0000,0.0000,0.01,0.01
Solomon Islands,Slovak Republic,0.0000,0.0000,0.01,0.01
Solomon Islands,Panama,0.0000,0.0000,0.01,0.01
Solomon Islands,Bolivia,0.0000,0.0000,0.00,0.00
Solomon Islands,Tuvalu,0.0000,0.0000,0.00,0.00
Cyprus,WORLD,0.0152,-0.0047,334.85,-103.06
Cyprus,United Kingdom,0.0068,0.0052,150.72,114.77
Cyprus,Australia,0.0023,0.0017,50.92,37.03
Cyprus,United States,0.0017,0.0013,36.90,29.08
Cyprus,Turkey,0.0015,0.0015,33.57,33.34
Cyprus,Greece,0.0011,0.0007,25.08,16.45
Cyprus,Canada,0.0005,0.0004,10.96,9.22
Cyprus,South Africa,0.0003,0.0000,5.79,-0.50
Cyprus,Germany,0.0001,-0.0004,2.73,-9.63
Cyprus,France,0.0001,-0.0005,2.36,-11.45
Cyprus,Italy,0.0001,0.0000,1.59,-0.16
Cyprus,Russian Federation,0.0001,-0.0005,1.52,-9.97
Cyprus,Sweden,0.0001,-0.0003,1.51,-7.03
Cyprus,Netherlands,0.0001,0.0000,1.11,0.31
Cyprus,Belgium,0.0001,-0.0002,1.11,-4.83
Cyprus,Switzerland,0.0000,0.0000,0.88,-0.83
Cyprus,Austria,0.0000,-0.0001,0.72,-1.57
Cyprus,Argentina,0.0000,0.0000,0.71,0.65
Cyprus,Spain,0.0000,0.0000,0.70,-0.86
Cyprus,Ireland,0.0000,0.0000,0.67,-0.04
Cyprus,Hungary,0.0000,-0.0001,0.65,-2.57
Cyprus,Romania,0.0000,-0.0004,0.63,-8.32
Cyprus,Bulgaria,0.0000,-0.0005,0.56,-10.81
Cyprus,Poland,0.0000,0.0000,0.49,-0.92
Cyprus,Denmark,0.0000,0.0000,0.41,-0.59
Cyprus,Norway,0.0000,0.0000,0.39,-0.31
Cyprus,Czech Republic,0.0000,-0.0002,0.38,-4.97
Cyprus,Finland,0.0000,-0.0001,0.35,-1.15
Cyprus,Jordan,0.0000,-0.0001,0.25,-2.39
Cyprus,Slovak Republic,0.0000,0.0000,0.17,-0.38
Cyprus,Ukraine,0.0000,-0.0002,0.15,-5.48
Cyprus,Luxembourg,0.0000,0.0000,0.14,-0.21
Cyprus,"Egypt, Arab Rep.",0.0000,-0.0015,0.12,-32.75
Cyprus,Malta,0.0000,0.0000,0.12,0.04
Cyprus,Slovenia,0.0000,0.0000,0.07,0.03
Cyprus,Portugal,0.0000,0.0000,0.07,-0.10
Cyprus,Latvia,0.0000,0.0000,0.04,-0.57
Cyprus,Mexico,0.0000,0.0000,0.03,-0.13
Cyprus,Chile,0.0000,0.0000,0.03,0.02
Cyprus,"Venezuela, RB",0.0000,0.0000,0.03,0.00
Cyprus,Lithuania,0.0000,0.0000,0.03,-0.21
Cyprus,Estonia,0.0000,0.0000,0.03,-0.07
Cyprus,Kenya,0.0000,0.0000,0.02,-0.38
Cyprus,Ecuador,0.0000,0.0000,0.02,0.00
Cyprus,Dominican Republic,0.0000,0.0000,0.02,-0.04
Cyprus,Costa Rica,0.0000,0.0000,0.01,-0.01
Cyprus,Colombia,0.0000,0.0000,0.01,-0.32
Cyprus,Iceland,0.0000,0.0000,0.01,-0.17
Cyprus,Uruguay,0.0000,0.0000,0.01,0.01
Cyprus,Panama,0.0000,0.0000,0.01,-0.07
Cyprus,Nicaragua,0.0000,0.0000,0.01,-0.02
Cyprus,Bermuda,0.0000,0.0000,0.00,0.00
Cyprus,Bolivia,0.0000,0.0000,0.00,-0.02
Cyprus,St. Kitts and Nevis,0.0000,0.0000,0.00,0.00
Cyprus,Peru,0.0000,0.0000,0.00,-0.08
Cyprus,Afghanistan,0.0000,0.0000,0.00,0.00
Thailand,WORLD,0.0148,0.0078,6728.65,3552.42
Thailand,United States,0.0041,0.0039,1859.46,1775.29
Thailand,Germany,0.0014,0.0012,634.72,536.19
Thailand,Malaysia,0.0013,0.0013,585.90,578.67
Thailand,Australia,0.0008,0.0007,383.08,338.36
Thailand,Japan,0.0007,-0.0001,307.26,-53.99
Thailand,United Kingdom,0.0006,0.0004,273.68,201.66
Thailand,Sweden,0.0006,0.0004,250.78,199.59
Thailand,"Korea, Rep.",0.0005,0.0004,222.64,188.33
Thailand,Cambodia,0.0004,-0.0001,184.73,-45.77
Thailand,Brunei Darussalam,0.0004,0.0004,168.01,168.01
Thailand,Saudi Arabia,0.0003,0.0003,159.15,159.15
Thailand,Switzerland,0.0003,0.0003,138.72,114.18
Thailand,China,0.0003,-0.0016,137.10,-718.32
Thailand,"Hong Kong SAR, China",0.0003,0.0003,132.51,131.85
Thailand,Singapore,0.0003,0.0003,130.99,130.99
Thailand,Norway,0.0003,0.0002,121.72,110.35
Thailand,France,0.0003,-0.0004,116.53,-171.26
Thailand,Indonesia,0.0003,0.0002,115.52,109.99
Thailand,Netherlands,0.0002,0.0002,91.31,83.41
Thailand,Denmark,0.0002,0.0001,81.95,62.98
Thailand,Canada,0.0002,0.0002,79.37,73.62
Thailand,United Arab Emirates,0.0002,0.0002,72.74,72.74
Thailand,Bangladesh,0.0001,0.0001,60.77,49.25
Thailand,Italy,0.0001,0.0001,60.76,36.38
Thailand,Finland,0.0001,0.0001,56.77,50.95
Thailand,New Zealand,0.0001,0.0001,50.38,49.70
Thailand,Belgium,0.0001,0.0001,42.37,42.37
Thailand,Austria,0.0001,0.0001,37.07,37.07
Thailand,Kuwait,0.0000,0.0000,18.94,18.94
Thailand,Qatar,0.0000,0.0000,16.72,16.72
Thailand,Libya,0.0000,0.0000,16.40,16.40
Thailand,Ireland,0.0000,0.0000,12.48,12.48
Thailand,Spain,0.0000,0.0000,11.55,11.55
Thailand,Lao PDR,0.0000,-0.0002,9.70,-74.50
Thailand,Czech Republic,0.0000,0.0000,9.31,9.31
Thailand,Iceland,0.0000,0.0000,7.52,7.52
Thailand,"Macao SAR, China",0.0000,0.0000,7.47,7.47
Thailand,"Egypt, Arab Rep.",0.0000,0.0000,6.88,6.61
Thailand,Bahrain,0.0000,0.0000,6.07,6.07
Thailand,South Africa,0.0000,0.0000,5.05,2.63
Thailand,Hungary,0.0000,0.0000,4.82,4.82
Thailand,Algeria,0.0000,0.0000,3.72,3.72
Thailand,"Korea, Dem. Rep.",0.0000,0.0000,3.19,3.19
Thailand,Vietnam,0.0000,-0.0002,3.01,-70.49
Thailand,Brazil,0.0000,0.0000,2.74,-6.76
Thailand,Greece,0.0000,0.0000,2.44,2.44
Thailand,Slovenia,0.0000,0.0000,2.30,2.30
Thailand,Philippines,0.0000,-0.0002,2.01,-76.07
Thailand,Cyprus,0.0000,0.0000,1.96,1.96
Thailand,Portugal,0.0000,0.0000,1.78,0.40
Thailand,Faeroe Islands,0.0000,0.0000,1.45,1.45
Thailand,Seychelles,0.0000,0.0000,1.44,1.44
Thailand,Turkey,0.0000,0.0000,1.35,1.35
Thailand,Luxembourg,0.0000,0.0000,1.34,1.34
Thailand,Russian Federation,0.0000,0.0000,1.29,-4.78
Thailand,Argentina,0.0000,0.0000,0.95,0.95
Thailand,Timor-Leste,0.0000,0.0000,0.91,0.91
Thailand,Mexico,0.0000,0.0000,0.80,-3.69
Thailand,Panama,0.0000,0.0000,0.75,0.75
Thailand,Maldives,0.0000,0.0000,0.74,0.74
Thailand,Malta,0.0000,0.0000,0.68,0.68
Thailand,Poland,0.0000,0.0000,0.66,0.66
Thailand,Jordan,0.0000,0.0000,0.53,0.53
Thailand,Cayman Islands,0.0000,0.0000,0.49,0.49
Thailand,Bhutan,0.0000,0.0000,0.39,0.39
Thailand,"Venezuela, RB",0.0000,0.0000,0.34,0.34
Thailand,Costa Rica,0.0000,0.0000,0.32,0.32
Thailand,Slovak Republic,0.0000,0.0000,0.28,0.28
Thailand,Chile,0.0000,0.0000,0.28,0.28
Thailand,Bermuda,0.0000,0.0000,0.27,0.27
Thailand,Kenya,0.0000,0.0000,0.22,0.22
Thailand,Lithuania,0.0000,0.0000,0.16,0.16
Thailand,Peru,0.0000,0.0000,0.16,0.16
Thailand,Puerto Rico,0.0000,0.0000,0.15,0.15
Thailand,Latvia,0.0000,0.0000,0.12,0.12
Thailand,Uruguay,0.0000,0.0000,0.10,0.10
Thailand,Estonia,0.0000,0.0000,0.09,0.09
Thailand,Bulgaria,0.0000,0.0000,0.08,0.08
Thailand,Ecuador,0.0000,0.0000,0.06,0.06
Thailand,Ukraine,0.0000,0.0000,0.05,0.05
Thailand,Colombia,0.0000,0.0000,0.05,0.05
Thailand,Bolivia,0.0000,0.0000,0.04,0.04
Thailand,"Bahamas, The",0.0000,0.0000,0.03,0.03
Thailand,Romania,0.0000,0.0000,0.02,0.02
Thailand,El Salvador,0.0000,0.0000,0.01,0.01
Thailand,Aruba,0.0000,0.0000,0.01,0.01
Thailand,St. Kitts and Nevis,0.0000,0.0000,0.01,0.01
Thailand,Nicaragua,0.0000,0.0000,0.01,0.01
Thailand,Afghanistan,0.0000,0.0000,0.00,0.00
Peru,WORLD,0.0144,0.0130,3039.12,2754.93
Peru,United States,0.0048,0.0047,1011.88,987.92
Peru,Argentina,0.0022,0.0021,460.35,451.76
Peru,Spain,0.0019,0.0017,407.35,357.04
Peru,Chile,0.0015,0.0015,309.73,308.37
Peru,Italy,0.0011,0.0011,238.39,226.33
Peru,Japan,0.0007,0.0006,147.19,129.79
Peru,"Venezuela, RB",0.0003,0.0003,72.12,70.59
Peru,Canada,0.0003,0.0003,56.76,55.36
Peru,China,0.0002,0.0001,40.46,13.45
Peru,Ecuador,0.0002,0.0001,36.14,26.60
Peru,Germany,0.0002,0.0001,35.82,22.07
Peru,Brazil,0.0001,0.0001,28.30,20.73
Peru,France,0.0001,0.0000,24.44,-9.92
Peru,Australia,0.0001,0.0001,22.63,19.91
Peru,Switzerland,0.0001,0.0001,22.10,18.63
Peru,Bolivia,0.0001,0.0000,16.90,7.95
Peru,Sweden,0.0001,0.0001,16.01,13.38
Peru,Mexico,0.0001,0.0000,12.86,9.39
Peru,Colombia,0.0000,0.0000,9.06,-4.81
Peru,Costa Rica,0.0000,0.0000,8.53,7.05
Peru,Netherlands,0.0000,0.0000,8.47,7.36
Peru,Panama,0.0000,0.0000,7.14,5.78
Peru,Israel,0.0000,0.0000,5.21,3.66
Peru,Dominican Republic,0.0000,0.0000,5.10,4.28
Peru,Belgium,0.0000,0.0000,4.33,-9.46
Peru,Austria,0.0000,0.0000,3.62,2.35
Peru,Norway,0.0000,0.0000,3.22,2.84
Peru,Paraguay,0.0000,0.0000,3.05,2.60
Peru,Uruguay,0.0000,0.0000,2.78,2.58
Peru,Denmark,0.0000,0.0000,2.38,0.94
Peru,Aruba,0.0000,0.0000,2.20,2.20
Peru,Puerto Rico,0.0000,0.0000,1.89,1.89
Peru,Haiti,0.0000,0.0000,1.27,1.20
Peru,Finland,0.0000,0.0000,1.05,0.84
Peru,"Korea, Dem. Rep.",0.0000,0.0000,0.91,0.91
Peru,Guatemala,0.0000,0.0000,0.79,-0.40
Peru,Czech Republic,0.0000,0.0000,0.77,0.05
Peru,Ireland,0.0000,0.0000,0.72,0.53
Peru,Portugal,0.0000,0.0000,0.60,0.25
Peru,"Bahamas, The",0.0000,0.0000,0.54,0.54
Peru,Russian Federation,0.0000,0.0000,0.52,0.37
Peru,Greece,0.0000,0.0000,0.50,0.48
Peru,Honduras,0.0000,0.0000,0.50,-0.39
Peru,Hungary,0.0000,0.0000,0.47,-0.12
Peru,Nicaragua,0.0000,0.0000,0.43,0.09
Peru,El Salvador,0.0000,0.0000,0.42,0.10
Peru,South Africa,0.0000,0.0000,0.26,0.13
Peru,Malaysia,0.0000,0.0000,0.25,0.21
Peru,Luxembourg,0.0000,0.0000,0.25,-0.23
Peru,Vietnam,0.0000,0.0000,0.24,0.22
Peru,Poland,0.0000,0.0000,0.24,-0.14
Peru,Curacao,0.0000,0.0000,0.21,0.21
Peru,Philippines,0.0000,0.0000,0.20,-1.41
Peru,Iceland,0.0000,0.0000,0.18,0.09
Peru,Slovenia,0.0000,0.0000,0.17,0.09
Peru,Cuba,0.0000,0.0000,0.17,0.17
Peru,Croatia,0.0000,0.0000,0.17,-0.10
Peru,Turkey,0.0000,0.0000,0.16,0.14
Peru,Ukraine,0.0000,0.0000,0.14,-0.22
Peru,Slovak Republic,0.0000,0.0000,0.09,0.09
Peru,Cyprus,0.0000,0.0000,0.08,0.08
Peru,Bermuda,0.0000,0.0000,0.07,0.07
Peru,Cayman Islands,0.0000,0.0000,0.05,0.05
Peru,Malta,0.0000,0.0000,0.04,-0.01
Peru,Bulgaria,0.0000,0.0000,0.04,-0.08
Peru,Monaco,0.0000,0.0000,0.03,0.03
Peru,Kenya,0.0000,0.0000,0.03,0.00
Peru,Lithuania,0.0000,0.0000,0.03,0.02
Peru,Estonia,0.0000,0.0000,0.03,-0.03
Peru,Faeroe Islands,0.0000,0.0000,0.02,0.02
Peru,Romania,0.0000,0.0000,0.02,0.02
Peru,"Egypt, Arab Rep.",0.0000,0.0000,0.01,-0.11
Peru,Mauritania,0.0000,0.0000,0.01,0.01
Peru,Bosnia and Herzegovina,0.0000,0.0000,0.01,-0.01
Peru,San Marino,0.0000,0.0000,0.00,0.00
Peru,Jordan,0.0000,0.0000,0.00,-0.21
Peru,Cabo Verde,0.0000,0.0000,0.00,0.00
Peru,Afghanistan,0.0000,0.0000,0.00,0.00
Sierra Leone,WORLD,0.0130,-0.0076,49.25,-28.85
Sierra Leone,Guinea,0.0056,0.0038,21.24,14.37
Sierra Leone,United States,0.0032,0.0030,12.14,11.39
Sierra Leone,United Kingdom,0.0012,0.0011,4.48,4.19
Sierra Leone,Germany,0.0004,0.0003,1.46,1.02
Sierra Leone,Netherlands,0.0004,0.0004,1.46,1.46
Sierra Leone,Senegal,0.0003,-0.0001,1.24,-0.50
Sierra Leone,Liberia,0.0003,-0.0045,1.23,-17.07
Sierra Leone,Australia,0.0003,0.0003,1.17,1.17
Sierra Leone,Canada,0.0003,0.0003,1.02,0.99
Sierra Leone,Nigeria,0.0001,-0.0084,0.48,-31.55
Sierra Leone,France,0.0001,0.0001,0.39,0.39
Sierra Leone,Belgium,0.0001,0.0001,0.39,0.39
Sierra Leone,Italy,0.0001,0.0001,0.38,0.38
Sierra Leone,Spain,0.0001,0.0001,0.28,0.28
Sierra Leone,Sweden,0.0001,0.0001,0.26,0.26
Sierra Leone,Ghana,0.0001,-0.0007,0.24,-2.72
Sierra Leone,"Gambia, The",0.0001,-0.0008,0.20,-2.93
Sierra Leone,Norway,0.0000,0.0000,0.19,0.19
Sierra Leone,Ireland,0.0000,0.0000,0.14,0.14
Sierra Leone,Mali,0.0000,-0.0003,0.14,-0.96
Sierra Leone,Switzerland,0.0000,0.0000,0.13,0.13
Sierra Leone,Denmark,0.0000,0.0000,0.11,0.11
Sierra Leone,Austria,0.0000,0.0000,0.09,0.09
Sierra Leone,Guinea-Bissau,0.0000,0.0000,0.08,0.06
Sierra Leone,South Africa,0.0000,0.0000,0.07,0.07
Sierra Leone,Greece,0.0000,0.0000,0.05,0.05
Sierra Leone,Libya,0.0000,0.0000,0.04,0.04
Sierra Leone,Finland,0.0000,0.0000,0.04,0.04
Sierra Leone,China,0.0000,-0.0003,0.02,-1.28
Sierra Leone,Kenya,0.0000,0.0000,0.02,-0.11
Sierra Leone,"Egypt, Arab Rep.",0.0000,0.0000,0.02,0.02
Sierra Leone,Portugal,0.0000,0.0000,0.01,0.01
Sierra Leone,Czech Republic,0.0000,0.0000,0.01,0.01
Sierra Leone,Hungary,0.0000,0.0000,0.01,0.01
Sierra Leone,Iceland,0.0000,0.0000,0.01,0.01
Sierra Leone,Argentina,0.0000,0.0000,0.00,0.00
Sierra Leone,Dominican Republic,0.0000,0.0000,0.00,0.00
Sierra Leone,Turkey,0.0000,0.0000,0.00,0.00
Sierra Leone,Slovenia,0.0000,0.0000,0.00,0.00
Sierra Leone,Russian Federation,0.0000,0.0000,0.00,-0.04
Sierra Leone,Poland,0.0000,0.0000,0.00,0.00
Sierra Leone,Bermuda,0.0000,0.0000,0.00,0.00
Sierra Leone,Malta,0.0000,0.0000,0.00,0.00
Sierra Leone,Swaziland,0.0000,0.0000,0.00,0.00
Sierra Leone,Cabo Verde,0.0000,0.0000,0.00,0.00
Sierra Leone,Ecuador,0.0000,0.0000,0.00,0.00
Sierra Leone,Romania,0.0000,0.0000,0.00,0.00
Sierra Leone,Costa Rica,0.0000,0.0000,0.00,0.00
Sierra Leone,Cyprus,0.0000,0.0000,0.00,0.00
Sierra Leone,Luxembourg,0.0000,0.0000,0.00,0.00
Sierra Leone,Brazil,0.0000,0.0000,0.00,0.00
Sierra Leone,Peru,0.0000,0.0000,0.00,0.00
Sierra Leone,"Venezuela, RB",0.0000,0.0000,0.00,0.00
Sierra Leone,"Bahamas, The",0.0000,0.0000,0.00,0.00
Sierra Leone,Slovak Republic,0.0000,0.0000,0.00,0.00
Sierra Leone,St. Kitts and Nevis,0.0000,0.0000,0.00,0.00
Sierra Leone,Jordan,0.0000,0.0000,0.00,0.00
Sierra Leone,Bolivia,0.0000,0.0000,0.00,0.00
Sierra Leone,Seychelles,0.0000,0.0000,0.00,0.00
Sierra Leone,Chile,0.0000,0.0000,0.00,0.00
Sierra Leone,Panama,0.0000,0.0000,0.00,0.00
Sierra Leone,Bulgaria,0.0000,0.0000,0.00,0.00
Sierra Leone,Colombia,0.0000,0.0000,0.00,0.00
Poland,WORLD,0.0129,0.0098,6805.30,5135.43
Poland,Germany,0.0040,0.0034,2116.62,1786.11
Poland,United Kingdom,0.0022,0.0021,1149.29,1118.24
Poland,United States,0.0017,0.0016,895.33,864.70
Poland,Canada,0.0006,0.0006,341.10,337.99
Poland,Ukraine,0.0005,-0.0001,239.77,-73.64
Poland,Italy,0.0004,0.0004,220.53,187.53
Poland,Ireland,0.0004,0.0004,204.99,198.68
Poland,France,0.0004,-0.0003,190.08,-168.12
Poland,Netherlands,0.0003,0.0003,142.71,138.81
Poland,Norway,0.0003,0.0003,139.41,134.48
Poland,Sweden,0.0003,0.0002,138.26,127.12
Poland,Spain,0.0002,0.0002,125.95,81.90
Poland,Belgium,0.0002,0.0000,119.05,11.22
Poland,Austria,0.0002,0.0002,111.77,89.39
Poland,Australia,0.0002,0.0002,109.73,105.88
Poland,Israel,0.0002,0.0002,103.57,102.60
Poland,Denmark,0.0001,0.0001,54.82,50.00
Poland,Switzerland,0.0001,0.0001,47.23,43.07
Poland,Russian Federation,0.0001,0.0000,46.74,16.58
Poland,Kazakhstan,0.0001,0.0001,45.30,44.84
Poland,Czech Republic,0.0001,0.0000,44.05,11.43
Poland,Uzbekistan,0.0001,0.0001,37.62,37.62
Poland,Greece,0.0000,0.0000,19.47,18.46
Poland,Iceland,0.0000,0.0000,16.71,14.27
Poland,South Africa,0.0000,0.0000,15.20,14.77
Poland,Moldova,0.0000,0.0000,13.84,12.68
Poland,Argentina,0.0000,0.0000,10.62,10.42
Poland,Turkey,0.0000,0.0000,8.36,8.06
Poland,Azerbaijan,0.0000,0.0000,8.32,8.08
Poland,Slovak Republic,0.0000,0.0000,7.72,2.94
Poland,Hungary,0.0000,0.0000,7.24,-3.98
Poland,Lithuania,0.0000,-0.0002,6.48,-109.05
Poland,Finland,0.0000,0.0000,5.97,5.28
Poland,Kyrgyz Republic,0.0000,0.0000,5.90,5.43
Poland,Brazil,0.0000,0.0000,5.83,5.43
Poland,Turkmenistan,0.0000,0.0000,5.82,5.82
Poland,Luxembourg,0.0000,0.0000,5.29,-1.27
Poland,Georgia,0.0000,0.0000,4.97,4.10
Poland,New Zealand,0.0000,0.0000,3.34,3.30
Poland,Serbia,0.0000,0.0000,2.37,-0.53
Poland,Bulgaria,0.0000,0.0000,2.08,-0.78
Poland,Japan,0.0000,0.0000,1.98,-0.46
Poland,Croatia,0.0000,0.0000,1.73,-0.39
Poland,Latvia,0.0000,0.0000,1.72,-3.40
Poland,Portugal,0.0000,0.0000,1.69,1.36
Poland,Mexico,0.0000,0.0000,1.61,1.14
Poland,Cyprus,0.0000,0.0000,1.41,0.92
Poland,China,0.0000,0.0000,1.31,-6.37
Poland,"Venezuela, RB",0.0000,0.0000,1.23,1.19
Poland,Libya,0.0000,0.0000,1.10,1.10
Poland,Slovenia,0.0000,0.0000,1.09,0.71
Poland,Dominican Republic,0.0000,0.0000,1.09,0.99
Poland,Chile,0.0000,0.0000,0.91,0.90
Poland,Estonia,0.0000,0.0000,0.91,0.30
Poland,Uruguay,0.0000,0.0000,0.82,0.79
Poland,Romania,0.0000,0.0000,0.81,-2.87
Poland,Ecuador,0.0000,0.0000,0.76,0.65
Poland,Belarus,0.0000,-0.0001,0.75,-60.33
Poland,Paraguay,0.0000,0.0000,0.54,0.53
Poland,Faeroe Islands,0.0000,0.0000,0.53,0.53
Poland,"Egypt, Arab Rep.",0.0000,0.0000,0.47,-2.08
Poland,Colombia,0.0000,0.0000,0.41,0.12
Poland,Peru,0.0000,0.0000,0.38,0.14
Poland,Bolivia,0.0000,0.0000,0.30,0.22
Poland,Panama,0.0000,0.0000,0.28,0.15
Poland,Algeria,0.0000,0.0000,0.25,-0.44
Poland,Malta,0.0000,0.0000,0.23,0.20
Poland,Philippines,0.0000,0.0000,0.18,-0.82
Poland,Costa Rica,0.0000,0.0000,0.18,0.03
Poland,Cuba,0.0000,0.0000,0.16,0.16
Poland,"Macedonia, FYR",0.0000,0.0000,0.16,0.03
Poland,Kenya,0.0000,0.0000,0.14,-0.12
Poland,Ghana,0.0000,0.0000,0.12,0.00
Poland,Jordan,0.0000,0.0000,0.12,-0.61
Poland,Monaco,0.0000,0.0000,0.11,0.11
Poland,Bosnia and Herzegovina,0.0000,0.0000,0.06,-4.23
Poland,Bermuda,0.0000,0.0000,0.06,0.06
Poland,San Marino,0.0000,0.0000,0.05,0.05
Poland,Puerto Rico,0.0000,0.0000,0.04,0.04
Poland,Liechtenstein,0.0000,0.0000,0.04,0.04
Poland,"Bahamas, The",0.0000,0.0000,0.03,0.03
Poland,Aruba,0.0000,0.0000,0.02,0.02
Poland,Mongolia,0.0000,0.0000,0.02,-1.20
Poland,Nicaragua,0.0000,0.0000,0.02,0.00
Poland,El Salvador,0.0000,0.0000,0.01,0.01
Poland,Honduras,0.0000,0.0000,0.00,-0.03
Poland,Afghanistan,0.0000,0.0000,0.00,-0.01
Algeria,WORLD,0.0125,0.0113,2092.67,1893.12
Algeria,France,0.0102,0.0101,1713.43,1699.15
Algeria,Spain,0.0004,0.0004,67.33,65.96
Algeria,Israel,0.0003,0.0003,53.74,53.74
Algeria,Canada,0.0003,0.0003,44.99,44.37
Algeria,Belgium,0.0002,0.0002,29.79,26.90
Algeria,Italy,0.0002,0.0001,28.53,23.93
Algeria,United Kingdom,0.0001,0.0001,24.56,23.22
Algeria,United States,0.0001,0.0001,21.98,17.39
Algeria,Germany,0.0001,0.0001,21.28,14.97
Algeria,Morocco,0.0001,0.0001,18.12,15.90
Algeria,Tunisia,0.0001,0.0001,12.10,10.43
Algeria,Switzerland,0.0001,0.0001,11.88,11.09
Algeria,Netherlands,0.0000,0.0000,4.89,4.34
Algeria,Libya,0.0000,0.0000,3.67,3.67
Algeria,Mauritania,0.0000,0.0000,3.60,3.60
Algeria,Sweden,0.0000,0.0000,3.43,2.10
Algeria,Senegal,0.0000,0.0000,3.31,2.35
Algeria,Madagascar,0.0000,0.0000,3.03,3.03
Algeria,Australia,0.0000,0.0000,1.66,1.00
Algeria,Czech Republic,0.0000,0.0000,1.57,1.57
Algeria,Ireland,0.0000,0.0000,1.56,1.56
Algeria,"Egypt, Arab Rep.",0.0000,0.0000,1.52,1.52
Algeria,Austria,0.0000,0.0000,1.52,0.60
Algeria,Norway,0.0000,0.0000,1.50,1.50
Algeria,Denmark,0.0000,0.0000,1.12,0.26
Algeria,Turkey,0.0000,0.0000,1.05,0.87
Algeria,Finland,0.0000,0.0000,0.96,0.49
Algeria,New Caledonia,0.0000,0.0000,0.93,0.93
Algeria,French Polynesia,0.0000,0.0000,0.93,0.93
Algeria,Hungary,0.0000,0.0000,0.82,0.82
Algeria,Russian Federation,0.0000,0.0000,0.82,-0.34
Algeria,Poland,0.0000,0.0000,0.69,0.44
Algeria,Mali,0.0000,0.0000,0.65,0.65
Algeria,China,0.0000,0.0000,0.57,-3.31
